date,open,close,high,low,volume,short_ma,long_ma,signal,position,prev_close,limit_up,limit_down,portfolio,cash,trade_executed,returns,max_drawdown
2023-01-19,1714.09,1702.95,1714.1,1690.08,2343889.0,1717.4540000000002,,0,0.0,1714.54,1885.9940000000001,1543.086,100000.0,100000.0,0,0.0,0.0
2023-01-20,1711.09,1684.66,1719.29,1682.84,2560875.0,1712.566,,0,0.0,1702.95,1873.2450000000001,1532.655,100000.0,100000.0,0,0.0,0.0
2023-01-30,1729.03,1710.01,1729.03,1702.76,3592255.0,1708.0559999999998,,0,0.0,1684.66,1853.1260000000002,1516.1940000000002,100000.0,100000.0,0,0.0,0.0
2023-01-31,1717.71,1671.75,1720.83,1660.26,3299068.0,1696.782,,0,0.0,1710.01,1881.0110000000002,1539.009,100000.0,100000.0,0,0.0,0.0
2023-02-01,1680.1,1671.04,1683.74,1640.63,3397389.0,1688.0819999999999,,0,0.0,1671.75,1838.9250000000002,1504.575,100000.0,100000.0,0,0.0,0.0
2023-02-02,1674.12,1663.01,1683.74,1653.85,2975886.0,1680.0939999999998,,0,0.0,1671.04,1838.144,1503.936,100000.0,100000.0,0,0.0,0.0
2023-02-03,1648.42,1646.61,1653.85,1626.39,3494490.0,1672.484,,0,0.0,1663.01,1829.3110000000001,1496.709,100000.0,100000.0,0,0.0,0.0
2023-02-06,1612.19,1625.78,1625.78,1594.08,4266095.0,1655.6380000000001,1666.6860000000001,0,0.0,1646.61,1811.271,1481.9489999999998,100000.0,100000.0,0,0.0,0.0
2023-02-07,1637.62,1627.59,1638.28,1619.19,2432171.0,1646.8059999999998,1669.72,0,0.0,1625.78,1788.3580000000002,1463.202,100000.0,100000.0,0,0.0,0.0
2023-02-08,1630.31,1615.81,1635.71,1607.66,1667577.0,1635.7599999999998,1672.391,0,0.0,1627.59,1790.3490000000002,1464.831,100000.0,100000.0,0,0.0,0.0
2023-02-09,1610.38,1646.61,1657.25,1607.67,2975366.0,1632.48,1673.161,0,0.0,1615.81,1777.391,1454.229,100000.0,100000.0,0,0.0,0.0
2023-02-10,1639.45,1639.36,1647.05,1631.26,1798451.0,1631.03,1673.443,0,0.0,1646.61,1811.271,1481.9489999999998,100000.0,100000.0,0,0.0,0.0
2023-02-13,1639.36,1681.34,1697.78,1639.36,3814670.0,1642.1419999999998,1674.1290000000001,0,0.0,1639.36,1803.296,1475.424,100000.0,100000.0,0,0.0,0.0
2023-02-14,1681.44,1669.97,1682.29,1662.01,1956576.0,1650.618,1673.6465,0,0.0,1681.34,1849.4740000000002,1513.206,100000.0,100000.0,0,0.0,0.0
2023-02-15,1669.96,1667.44,1680.39,1662.74,1817691.0,1660.9440000000002,1673.4675,0,0.0,1669.97,1836.967,1502.973,100000.0,100000.0,0,0.0,0.0
2023-02-16,1667.75,1686.3,1709.1,1655.67,3324595.0,1668.882,1674.7274999999997,0,0.0,1667.44,1834.1840000000002,1500.6960000000001,100000.0,100000.0,0,0.0,0.0
2023-02-17,1675.74,1649.13,1696.42,1648.47,2644283.0,1670.836,1671.729,0,0.0,1686.3,1854.93,1517.67,100000.0,100000.0,0,0.0,0.0
2023-02-20,1649.33,1698.24,1701.68,1645.88,2966869.0,1674.216,1670.0130000000001,1,58.0,1649.13,1814.0430000000003,1484.217,99960.59787706239,1462.6778770623932,1,-0.00039402122937604034,0.0003940212293760851
2023-02-21,1697.33,1690.99,1697.33,1676.5,1875052.0,1678.42,1668.1564999999998,0,58.0,1698.24,1868.064,1528.416,99540.09787706239,1462.6778770623932,0,-0.004206657512364598,0.004599021229376085
2023-02-22,1680.13,1662.91,1688.18,1659.11,2186916.0,1677.514,1665.575,0,58.0,1690.99,1860.0890000000002,1521.891,97911.45787706239,1462.6778770623932,0,-0.01636164756449665,0.02088542122937608
2023-02-23,1666.53,1646.61,1674.51,1635.06,2188097.0,1669.5759999999998,1662.7579999999998,0,58.0,1662.91,1829.2010000000002,1496.6190000000001,96966.05787706238,1462.6778770623932,0,-0.00965566258023709,0.030339421229376166
2023-02-24,1639.46,1619.44,1639.54,1614.17,2463461.0,1663.6380000000001,1659.497,0,58.0,1646.61,1811.271,1481.9489999999998,95390.1978770624,1462.6778770623932,0,-0.016251666144847632,0.04609802122937603
2023-02-27,1610.83,1639.73,1643.89,1607.68,2206489.0,1651.9360000000001,1655.9830000000002,-1,0.0,1619.44,1781.3840000000002,1457.496,85972.0854466624,85972.0854466624,-1,-0.09873249704899378,0.140279145533376
2023-02-28,1647.51,1642.75,1650.24,1615.18,2395181.0,1642.288,1654.5330000000001,0,0.0,1639.73,1803.7030000000002,1475.757,85972.0854466624,85972.0854466624,0,0.0,0.140279145533376
2023-03-01,1642.08,1665.2,1673.78,1633.23,2445810.0,1642.7459999999999,1654.241,0,0.0,1642.75,1807.025,1478.4750000000001,85972.0854466624,85972.0854466624,0,0.0,0.140279145533376
2023-03-02,1656.57,1655.67,1665.62,1649.42,1314419.0,1644.5580000000002,1653.8740000000003,0,0.0,1665.2,1831.7200000000003,1498.68,85972.0854466624,85972.0854466624,0,0.0,0.140279145533376
2023-03-03,1666.33,1646.65,1667.99,1632.55,1619806.0,1650.0,1653.8760000000002,0,0.0,1655.67,1821.2370000000003,1490.103,85972.0854466624,85972.0854466624,0,0.0,0.140279145533376
2023-03-06,1646.77,1636.77,1647.06,1627.38,2064586.0,1649.4080000000001,1654.4254999999998,0,0.0,1646.65,1811.3150000000003,1481.9850000000001,85972.0854466624,85972.0854466624,0,0.0,0.140279145533376
2023-03-07,1635.72,1619.71,1645.34,1619.44,2278539.0,1644.8,1654.0315000000003,0,0.0,1636.77,1800.4470000000001,1473.093,85972.0854466624,85972.0854466624,0,0.0,0.140279145533376
2023-03-08,1612.21,1603.51,1617.57,1595.09,2276370.0,1632.462,1653.4165,0,0.0,1619.71,1781.6810000000003,1457.739,85972.0854466624,85972.0854466624,0,0.0,0.140279145533376
2023-03-09,1601.32,1603.15,1616.72,1575.96,2761150.0,1621.958,1651.2435,0,0.0,1603.51,1763.861,1443.159,85972.0854466624,85972.0854466624,0,0.0,0.140279145533376
2023-03-10,1586.44,1585.02,1613.1,1585.02,2116082.0,1609.632,1648.5265,0,0.0,1603.15,1763.4650000000001,1442.835,85972.0854466624,85972.0854466624,0,0.0,0.140279145533376
2023-03-13,1585.93,1595.89,1607.66,1584.11,2056043.0,1601.4560000000001,1644.2540000000001,0,0.0,1585.02,1743.5220000000002,1426.518,85972.0854466624,85972.0854466624,0,0.0,0.140279145533376
2023-03-14,1597.5,1599.51,1612.08,1574.6,2370492.0,1597.416,1640.7310000000002,0,0.0,1595.89,1755.4790000000003,1436.3010000000002,85972.0854466624,85972.0854466624,0,0.0,0.140279145533376
2023-03-15,1610.72,1585.85,1616.61,1585.13,1921253.0,1593.884,1636.6515,0,0.0,1599.51,1759.4610000000002,1439.559,85972.0854466624,85972.0854466624,0,0.0,0.140279145533376
2023-03-16,1575.96,1586.82,1603.13,1575.07,1764624.0,1590.618,1631.6775,0,0.0,1585.85,1744.435,1427.2649999999999,85972.0854466624,85972.0854466624,0,0.0,0.140279145533376
2023-03-17,1603.13,1577.77,1608.47,1572.34,2702291.0,1589.1680000000001,1628.1095,0,0.0,1586.82,1745.5020000000002,1428.138,85972.0854466624,85972.0854466624,0,0.0,0.140279145533376
2023-03-20,1585.93,1566.54,1589.55,1565.09,2049093.0,1583.298,1621.5245,0,0.0,1577.77,1735.547,1419.993,85972.0854466624,85972.0854466624,0,0.0,0.140279145533376
2023-03-21,1571.43,1607.66,1617.49,1561.44,3114182.0,1584.928,1617.358,0,0.0,1566.54,1723.1940000000002,1409.886,85972.0854466624,85972.0854466624,0,0.0,0.140279145533376
2023-03-22,1612.19,1606.17,1623.97,1599.1,1533026.0,1588.992,1614.521,0,0.0,1607.66,1768.4260000000002,1446.894,85972.0854466624,85972.0854466624,0,0.0,0.140279145533376
2023-03-23,1599.51,1607.54,1622.25,1598.61,1735566.0,1593.136,1612.5674999999999,0,0.0,1606.17,1766.7870000000003,1445.553,85972.0854466624,85972.0854466624,0,0.0,0.140279145533376
2023-03-24,1602.3,1610.94,1615.45,1599.51,1276996.0,1599.77,1612.1425000000002,0,0.0,1607.54,1768.294,1446.786,85972.0854466624,85972.0854466624,0,0.0,0.140279145533376
2023-03-27,1610.92,1601.13,1610.92,1590.45,1529555.0,1606.6879999999999,1610.2125,0,0.0,1610.94,1772.034,1449.846,85972.0854466624,85972.0854466624,0,0.0,0.140279145533376
2023-03-28,1603.13,1613.82,1621.25,1598.62,1726135.0,1607.92,1608.766,0,0.0,1601.13,1761.2430000000002,1441.017,85972.0854466624,85972.0854466624,0,0.0,0.140279145533376
2023-03-29,1629.4,1621.25,1630.31,1616.78,1539299.0,1610.9360000000001,1606.5684999999999,1,53.0,1613.82,1775.202,1452.4379999999999,85937.7123688749,11.462368874897948,1,-0.00039981672666100643,0.14062287631125103
2023-03-30,1623.97,1630.31,1634.83,1611.29,1925701.0,1615.49,1605.3004999999998,0,53.0,1621.25,1783.3750000000002,1459.125,86417.89236887489,11.462368874897948,0,0.005587535282983724,0.1358210763112511
2023-03-31,1652.95,1648.42,1673.78,1647.51,2744633.0,1622.986,1605.389,0,53.0,1630.31,1793.3410000000001,1467.279,87377.7223688749,11.462368874897948,0,0.011106843428939195,0.12622277631125092
2023-04-03,1652.95,1632.18,1655.46,1630.38,2141743.0,1629.1960000000001,1605.1595,0,53.0,1648.42,1813.2620000000002,1483.5780000000002,86517.0023688749,11.462368874897948,0,-0.009850565758241836,0.13482997631125093
2023-04-04,1641.17,1643.52,1644.05,1618.53,2006626.0,1635.136,1606.35,0,53.0,1632.18,1795.3980000000001,1468.962,87118.0223688749,11.462368874897948,0,0.00694684262681089,0.12881977631125105
2023-04-06,1634.83,1627.55,1644.71,1619.64,1487422.0,1636.3960000000002,1607.5520000000001,0,53.0,1643.52,1807.872,1479.1680000000001,86271.61236887489,11.462368874897948,0,-0.009715670500601292,0.13728387631125108
2023-04-07,1625.78,1622.15,1635.75,1619.75,1352468.0,1634.764,1608.502,0,53.0,1627.55,1790.305,1464.795,85985.41236887491,11.462368874897948,0,-0.0033174295940623377,0.14014587631125092
2023-04-10,1622.05,1604.67,1622.05,1579.59,2941822.0,1626.014,1609.4845,0,53.0,1622.15,1784.3650000000002,1459.9350000000002,85058.9723688749,11.462368874897948,0,-0.010774385729821256,0.14941027631125092
2023-04-11,1623.97,1580.94,1623.97,1579.59,2920919.0,1615.766,1608.737,0,53.0,1604.67,1765.1370000000002,1444.2030000000002,83801.2823688749,11.462368874897948,0,-0.014786094458627885,0.16198717631125095
2023-04-12,1582.54,1534.39,1585.02,1533.23,5110492.0,1593.94,1605.481,-1,0.0,1580.94,1739.034,1422.846,75399.6771174749,75399.6771174749,-1,-0.10025628503413564,0.246003228825251
2023-04-13,1530.68,1560.57,1561.1,1525.25,2954268.0,1580.544,1604.217,0,0.0,1534.39,1687.8290000000002,1380.951,75399.6771174749,75399.6771174749,0,0.0,0.246003228825251
2023-04-14,1563.28,1551.89,1569.62,1544.08,2123162.0,1566.492,1602.4705,0,0.0,1560.57,1716.6270000000002,1404.513,75399.6771174749,75399.6771174749,0,0.0,0.246003228825251
2023-04-17,1575.96,1587.74,1587.74,1565.09,3046723.0,1563.1060000000002,1602.969,0,0.0,1551.89,1707.0790000000002,1396.701,75399.6771174749,75399.6771174749,0,0.0,0.246003228825251
2023-04-18,1587.74,1592.27,1602.23,1581.41,1831389.0,1565.372,1604.2555,0,0.0,1587.74,1746.5140000000001,1428.9660000000001,75399.6771174749,75399.6771174749,0,0.0,0.246003228825251
2023-04-19,1595.89,1593.17,1599.06,1585.02,1460056.0,1577.128,1603.531,0,0.0,1592.27,1751.497,1433.0430000000001,75399.6771174749,75399.6771174749,0,0.0,0.246003228825251
2023-04-20,1594.18,1577.67,1598.61,1566.0,1988537.0,1580.548,1602.1060000000002,0,0.0,1593.17,1752.4870000000003,1433.853,75399.6771174749,75399.6771174749,0,0.0,0.246003228825251
2023-04-21,1581.4,1562.8,1583.28,1559.01,1851787.0,1582.73,1599.8690000000001,0,0.0,1577.67,1735.4370000000001,1419.903,75399.6771174749,75399.6771174749,0,0.0,0.246003228825251
2023-04-24,1558.75,1544.26,1559.66,1540.64,2023091.0,1574.034,1596.5349999999999,0,0.0,1562.8,1719.0800000000002,1406.52,75399.6771174749,75399.6771174749,0,0.0,0.246003228825251
2023-04-25,1545.17,1567.25,1572.32,1541.54,2058251.0,1569.03,1594.841,0,0.0,1544.26,1698.6860000000001,1389.834,75399.6771174749,75399.6771174749,0,0.0,0.246003228825251
2023-04-26,1579.59,1579.5,1594.98,1557.85,2789160.0,1566.2959999999998,1593.125,0,0.0,1567.25,1723.9750000000001,1410.525,75399.6771174749,75399.6771174749,0,0.0,0.246003228825251
2023-04-27,1583.21,1592.19,1603.13,1566.91,2560504.0,1569.2,1591.672,0,0.0,1579.5,1737.45,1421.55,75399.6771174749,75399.6771174749,0,0.0,0.246003228825251
2023-04-28,1596.8,1594.55,1614.7,1588.62,2622464.0,1575.55,1589.884,0,0.0,1592.19,1751.409,1432.971,75399.6771174749,75399.6771174749,0,0.0,0.246003228825251
2023-05-04,1602.23,1584.93,1610.08,1572.34,2746642.0,1583.684,1586.7095000000002,0,0.0,1594.55,1754.005,1435.095,75399.6771174749,75399.6771174749,0,0.0,0.246003228825251
2023-05-05,1599.51,1585.02,1599.51,1572.69,2071421.0,1587.238,1584.3515000000002,1,47.0,1584.93,1743.4230000000002,1426.4370000000001,75369.87650659672,873.936506596714,1,-0.0003952352585244734,0.24630123493403283
2023-05-08,1601.61,1558.32,1602.23,1555.28,3317126.0,1583.002,1580.0915,0,47.0,1585.02,1743.5220000000002,1426.518,74114.97650659671,873.936506596714,0,-0.01664988796804212,0.2588502349340329
2023-05-09,1553.32,1559.66,1575.94,1546.14,2937796.0,1576.4959999999999,1576.697,-1,0.0,1558.32,1714.152,1402.488,66771.09742579672,66771.09742579672,-1,-0.09908765308920175,0.33228902574203284
2023-05-10,1553.49,1562.38,1572.34,1553.32,2077260.0,1570.0620000000001,1573.7085000000002,0,0.0,1559.66,1715.6260000000002,1403.6940000000002,66771.09742579672,66771.09742579672,0,0.0,0.33228902574203284
2023-05-11,1567.81,1555.19,1571.43,1553.32,1524612.0,1564.114,1571.2345,0,0.0,1562.38,1718.6180000000002,1406.142,66771.09742579672,66771.09742579672,0,0.0,0.33228902574203284
2023-05-12,1553.32,1545.53,1566.8,1544.27,1946045.0,1556.216,1569.464,0,0.0,1555.19,1710.7090000000003,1399.671,66771.09742579672,66771.09742579672,0,0.0,0.33228902574203284
2023-05-15,1541.54,1554.5,1555.13,1531.76,2574018.0,1555.452,1570.4695,0,0.0,1545.53,1700.083,1390.977,66771.09742579672,66771.09742579672,0,0.0,0.33228902574203284
2023-05-16,1552.4,1542.71,1557.84,1537.02,2222377.0,1552.0620000000001,1569.5765000000001,0,0.0,1554.5,1709.95,1399.05,66771.09742579672,66771.09742579672,0,0.0,0.33228902574203284
2023-05-17,1546.98,1540.64,1551.51,1538.84,1677691.0,1547.714,1569.0140000000001,0,0.0,1542.71,1696.9810000000002,1388.439,66771.09742579672,66771.09742579672,0,0.0,0.33228902574203284
2023-05-18,1544.25,1531.58,1544.62,1530.68,1921928.0,1542.9919999999997,1566.206,0,0.0,1540.64,1694.7040000000002,1386.576,66771.09742579672,66771.09742579672,0,0.0,0.33228902574203284
2023-05-19,1513.47,1539.28,1543.66,1499.47,2674116.0,1541.742,1563.5565000000001,0,0.0,1531.58,1684.738,1378.422,66771.09742579672,66771.09742579672,0,0.0,0.33228902574203284
2023-05-22,1530.69,1581.4,1586.83,1530.68,4128432.0,1547.1219999999998,1562.968,0,0.0,1539.28,1693.208,1385.352,66771.09742579672,66771.09742579672,0,0.0,0.33228902574203284
2023-05-23,1588.63,1561.97,1588.64,1561.97,1689421.0,1550.974,1562.183,0,0.0,1581.4,1739.5400000000002,1423.2600000000002,66771.09742579672,66771.09742579672,0,0.0,0.33228902574203284
2023-05-24,1569.02,1549.61,1570.12,1548.89,1847927.0,1552.7679999999998,1561.5235,0,0.0,1561.97,1718.1670000000001,1405.7730000000001,66771.09742579672,66771.09742579672,0,0.0,0.33228902574203284
2023-05-25,1545.16,1540.64,1548.79,1530.68,2246560.0,1554.5800000000002,1561.3425,0,0.0,1549.61,1704.5710000000001,1394.649,66771.09742579672,66771.09742579672,0,0.0,0.33228902574203284
2023-05-26,1541.54,1531.18,1544.26,1517.1,1829110.0,1552.96,1559.539,0,0.0,1540.64,1694.7040000000002,1386.576,66771.09742579672,66771.09742579672,0,0.0,0.33228902574203284
2023-05-29,1537.02,1529.77,1538.24,1519.81,1777141.0,1542.634,1557.0525,0,0.0,1531.18,1684.2980000000002,1378.0620000000001,66771.09742579672,66771.09742579672,0,0.0,0.33228902574203284
2023-05-30,1529.77,1511.01,1538.73,1502.2,2645340.0,1532.442,1552.9935,0,0.0,1529.77,1682.747,1376.7930000000001,66771.09742579672,66771.09742579672,0,0.0,0.33228902574203284
2023-05-31,1504.42,1475.34,1508.69,1473.32,3695697.0,1517.5880000000002,1547.033,0,0.0,1511.01,1662.111,1359.909,66771.09742579672,66771.09742579672,0,0.0,0.33228902574203284
2023-06-01,1465.46,1481.69,1517.08,1465.46,2864525.0,1505.798,1541.871,0,0.0,1475.34,1622.874,1327.806,66771.09742579672,66771.09742579672,0,0.0,0.33228902574203284
2023-06-02,1489.92,1513.11,1515.41,1481.87,2505802.0,1502.184,1538.2755,0,0.0,1481.69,1629.8590000000002,1333.5210000000002,66771.09742579672,66771.09742579672,0,0.0,0.33228902574203284
2023-06-05,1509.08,1508.03,1524.23,1506.22,1620050.0,1497.836,1535.761,0,0.0,1513.11,1664.421,1361.799,66771.09742579672,66771.09742579672,0,0.0,0.33228902574203284
2023-06-06,1512.56,1509.84,1525.24,1495.85,1991392.0,1497.602,1533.27,0,0.0,1508.03,1658.833,1357.227,66771.09742579672,66771.09742579672,0,0.0,0.33228902574203284
2023-06-07,1515.27,1495.26,1520.53,1494.45,1788964.0,1501.5859999999998,1529.914,0,0.0,1509.84,1660.824,1358.856,66771.09742579672,66771.09742579672,0,0.0,0.33228902574203284
2023-06-08,1499.73,1510.75,1517.09,1494.46,1470272.0,1507.398,1527.692,0,0.0,1495.26,1644.786,1345.734,66771.09742579672,66771.09742579672,0,0.0,0.33228902574203284
2023-06-09,1514.36,1508.94,1519.78,1508.94,1758041.0,1506.5639999999999,1525.8625,0,0.0,1510.75,1661.825,1359.675,66771.09742579672,66771.09742579672,0,0.0,0.33228902574203284
2023-06-12,1508.96,1536.11,1546.98,1504.88,2702944.0,1512.1799999999998,1524.943,0,0.0,1508.94,1659.8340000000003,1358.046,66771.09742579672,66771.09742579672,0,0.0,0.33228902574203284
2023-06-13,1534.19,1538.83,1543.91,1526.15,1466254.0,1517.9779999999998,1524.749,0,0.0,1536.11,1689.721,1382.499,66771.09742579672,66771.09742579672,0,0.0,0.33228902574203284
2023-06-14,1556.94,1564.08,1570.75,1545.36,3150580.0,1531.742,1525.9209999999998,1,42.0,1538.83,1692.713,1384.947,66744.81891105592,1053.4589110559173,1,-0.00039356122265332694,0.3325518108894408
2023-06-15,1567.21,1589.55,1590.14,1560.57,2522257.0,1547.502,1528.8195,0,42.0,1564.08,1720.488,1407.672,67814.55891105591,1053.4589110559173,0,0.016027311444586134,0.3218544108894409
2023-06-16,1591.36,1628.21,1630.31,1585.11,3791789.0,1571.356,1533.266,0,42.0,1589.55,1748.505,1430.595,69438.27891105592,1053.4589110559173,0,0.023943531095286685,0.30561721088944077
2023-06-19,1621.25,1579.59,1628.45,1574.15,3169992.0,1580.0520000000001,1533.1755,0,42.0,1628.21,1791.0310000000002,1465.3890000000001,67396.23891105592,1053.4589110559173,0,-0.029407986949326226,0.32603761088944083
2023-06-20,1575.96,1579.1,1598.61,1571.43,2094674.0,1588.106,1534.032,0,42.0,1579.59,1737.549,1421.6309999999999,67375.65891105591,1053.4589110559173,0,-0.00030535828604860704,0.32624341088944087
2023-06-21,1575.96,1572.19,1591.0,1571.43,1772061.0,1589.7279999999998,1535.1609999999998,0,42.0,1579.1,1737.01,1421.19,67085.43891105591,1053.4589110559173,0,-0.004307490341328268,0.3291456108894409
2023-06-26,1557.95,1547.88,1566.91,1535.2,2399268.0,1581.3939999999998,1535.523,0,42.0,1572.19,1729.409,1414.971,66064.41891105592,1053.4589110559173,0,-0.01521969620492003,0.3393558108894408
2023-06-27,1548.78,1549.74,1557.58,1539.81,1517446.0,1565.7,1536.451,0,42.0,1547.88,1702.6680000000003,1393.092,66142.53891105592,1053.4589110559173,0,0.0011824822088448705,0.3385746108894408
2023-06-28,1551.67,1565.44,1570.53,1549.7,1857356.0,1562.87,1538.2345,0,42.0,1549.74,1704.7140000000002,1394.766,66801.93891105591,1053.4589110559173,0,0.009969378419034003,0.33198061088944086
2023-06-29,1567.81,1552.15,1571.42,1551.52,1423116.0,1557.48,1540.2915,0,42.0,1565.44,1721.9840000000002,1408.8960000000002,66243.75891105592,1053.4589110559173,0,-0.008355745493303535,0.3375624108894408
2023-06-30,1563.37,1555.09,1571.64,1550.94,2045869.0,1554.0600000000002,1544.279,0,42.0,1552.15,1707.3650000000002,1396.9350000000002,66367.23891105592,1053.4589110559173,0,0.001864024657262986,0.33632761088944085
2023-07-03,1562.45,1585.53,1586.62,1556.01,1913909.0,1561.59,1549.471,0,42.0,1555.09,1710.5990000000002,1399.581,67645.71891105591,1053.4589110559173,0,0.019263721392920763,0.32354281088944087
2023-07-04,1585.63,1591.51,1595.04,1580.0,1247238.0,1569.944,1553.391,0,42.0,1585.53,1744.083,1426.977,67896.87891105592,1053.4589110559173,0,0.003712873542378148,0.32103121088944087
2023-07-05,1590.96,1577.52,1592.77,1563.37,1474539.0,1572.3600000000001,1556.8654999999999,0,42.0,1591.51,1750.661,1432.359,67309.29891105591,1053.4589110559173,0,-0.008654006037151163,0.32690701088944085
2023-07-06,1571.8,1566.11,1593.72,1563.37,1514062.0,1575.1519999999998,1559.6789999999999,0,42.0,1577.52,1735.2720000000002,1419.768,66830.07891105591,1053.4589110559173,0,-0.007119670056781491,0.3316992108894409
2023-07-07,1564.29,1554.2,1571.64,1554.17,1516742.0,1574.9740000000002,1562.626,0,42.0,1566.11,1722.721,1409.499,66329.85891105593,1053.4589110559173,0,-0.007484953005453265,0.3367014108894407
2023-07-10,1567.97,1564.2,1577.13,1563.37,1347741.0,1570.708,1565.2985,0,42.0,1554.2,1709.6200000000001,1398.78,66749.85891105593,1053.4589110559173,0,0.0063319899498532894,0.33250141088944074
2023-07-11,1572.57,1572.57,1577.32,1565.3,1258270.0,1566.92,1568.48,-1,0.0,1564.2,1720.6200000000001,1407.78,60162.48088305592,60162.48088305592,-1,-0.09868751987592483,0.3983751911694408
2023-07-12,1575.36,1576.06,1584.52,1573.79,1328467.0,1566.628,1570.4775,0,0.0,1572.57,1729.827,1415.3129999999999,60162.48088305592,60162.48088305592,0,0.0,0.3983751911694408
2023-07-13,1583.59,1598.69,1605.13,1580.85,2580654.0,1573.144,1573.4705,0,0.0,1576.06,1733.6660000000002,1418.454,60162.48088305592,60162.48088305592,0,0.0,0.3983751911694408
2023-07-14,1614.87,1612.11,1617.17,1601.26,1855030.0,1584.726,1575.872,1,37.0,1598.69,1758.5590000000002,1438.8210000000001,60138.61986561382,490.5498656138225,1,-0.00039660959940268636,0.39861380134386176
2023-07-17,1610.27,1590.93,1610.27,1587.83,1433648.0,1590.072,1575.941,0,37.0,1612.11,1773.3210000000001,1450.899,59354.959865613826,490.5498656138225,0,-0.0130308943196763,0.40645040134386173
2023-07-18,1594.25,1584.34,1595.11,1582.68,1473765.0,1592.426,1573.7475,0,37.0,1590.93,1750.0230000000001,1431.837,59111.12986561382,490.5498656138225,0,-0.00410799704948106,0.40888870134386185
2023-07-19,1577.17,1584.52,1589.12,1576.06,1248322.0,1594.118,1573.994,0,37.0,1584.34,1742.7740000000001,1425.906,59117.78986561382,490.5498656138225,0,0.00011266913718532834,0.4088221013438618
2023-07-20,1589.11,1585.44,1608.41,1583.6,1669265.0,1591.468,1574.3110000000001,0,37.0,1584.52,1742.9720000000002,1426.068,59151.82986561382,490.5498656138225,0,0.0005757996041018121,0.4084817013438618
2023-07-21,1592.69,1628.94,1630.04,1587.28,3937740.0,1594.834,1577.1485,0,37.0,1585.44,1743.9840000000002,1426.8960000000002,60761.32986561382,490.5498656138225,0,0.027209640067882956,0.3923867013438618
2023-07-24,1609.83,1628.8,1628.8,1609.83,1971337.0,1602.408,1581.1945,0,37.0,1628.94,1791.8340000000003,1466.046,60756.14986561382,490.5498656138225,0,-8.525159030348117e-05,0.39243850134386177
2023-07-25,1655.33,1681.59,1681.89,1655.33,4308646.0,1621.858,1587.7869999999998,0,37.0,1628.8,1791.68,1465.92,62709.37986561382,490.5498656138225,0,0.032148679669800284,0.3729062013438618
2023-07-26,1681.59,1681.59,1688.43,1669.2,1961145.0,1641.2720000000002,1593.5945,0,37.0,1681.59,1849.749,1513.431,62709.37986561382,490.5498656138225,0,0.0,0.3729062013438618
2023-07-27,1688.44,1690.31,1705.72,1681.73,2034043.0,1662.2459999999999,1600.5025,0,37.0,1681.59,1849.749,1513.431,63032.019865613824,490.5498656138225,0,0.005145003836609874,0.36967980134386175
2023-07-28,1684.76,1744.54,1747.3,1681.09,3901792.0,1685.366,1609.975,0,37.0,1690.31,1859.3410000000001,1521.279,65038.52986561382,490.5498656138225,0,0.03183318580426153,0.3496147013438618
